Name,Class,Parent,Centroid X µm,Centroid Y µm
PathCellObject,,Other,308.02,117.98
PathCellObject,,Other,340.4,118.3
PathCellObject,,Other,131.67,119.76
Target: CD3: CD8,Target: CD3: CD8,Other,278.7,121.79
PathCellObject,,Other,197.07,123.56
Target: CD20,Target: CD20,Other,770.51,119.45
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,579.53,119.93
PathCellObject,,Other,165.46,122.34
Target: CD3: CD4,Target: CD3: CD4,Other,220.93,121.91
Target: CD8,Target: CD8,Other,543.24,120.71
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,550.71,121.13
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,568.24,121.32
Target: CD3: CD4,Target: CD3: CD4,Other,758.75,119.9
Target: CD20: CD68,Target: CD20: CD68,Other,86.23,120.57
PathCellObject,,Other,142.59,122.76
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,785.42,119.35
PathCellObject,,Other,15.4,123.66
Target: CD68,Target: CD68,Other,96.73,122.4
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,560.04,122.28
PathCellObject,,Other,22.48,122.1
PathCellObject,,Other,795.79,122.96
Target: CD3,Target: CD3,Other,233.79,124.27
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,453.55,124.14
PathCellObject,,Other,245.42,123.59
Target: CD68: CD4,Target: CD68: CD4,Other,257.39,123.32
PathCellObject,,Other,312.13,125.29
PathCellObject,,Other,155.51,124.6
PathCellObject,,Other,709.49,123.89
PathCellObject,,Other,267.38,125.55
Target: CD3: CD8,Target: CD3: CD8,Other,444.26,124.49
PathCellObject,,Other,737.34,126.71
Target: CD20: CD68,Target: CD20: CD68,Other,116.44,126.59
Target: CD68,Target: CD68,Other,30.09,129.91
Target: CD20,Target: CD20,Other,325.1,124.51
PathCellObject,,Other,400.95,127.3
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,781.96,126.02
Target: CD20: CD68,Target: CD20: CD68,Other,75.04,126.71
Target: CD20: CD68,Target: CD20: CD68,Other,88.91,127.51
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,290.86,129.43
PathCellObject,,Other,385.1,125.18
PathCellObject,,Other,534.46,126.72
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,554.61,126.81
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,586.97,125.9
Target: CD4,Target: CD4,Other,720.7,125.04
Target: CD20,Target: CD20,Other,81.92,129.6
Target: CD8,Target: CD8,Other,205.87,130.63
Target: CD20,Target: CD20,Other,337,127.48
PathCellObject,,Other,628.6,130.13
PathCellObject,,Other,346.82,129.42
PathCellObject,,Other,460.2,131.63
Target: CD3,Target: CD3,Other,221.26,129.93
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,565.36,129.29
Target: CD68,Target: CD68,Other,788.69,132.62
Target: CD68,Target: CD68,Other,108.16,133.83
PathCellObject,,Other,333.03,132.23
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,764.17,129.8
Target: CD20: CD68,Target: CD20: CD68,Other,68.36,130.73
Target: CD68,Target: CD68,Other,95.91,132.11
PathCellObject,,Other,131.16,130.42
PathCellObject,,Other,610.15,133.99
PathCellObject,,Other,710.35,133.07
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,776.7,131.8
Target: CD20,Target: CD20,Other,40.45,134.75
PathCellObject,,Other,140.62,133.88
PathCellObject,,Other,543.58,133.21
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,584.9,132.21
Target: FoxP3,Target: FoxP3,Other,244.23,133.03
PathCellObject,,Other,253.12,133.6
Target: CD20,Target: CD20,Other,319.7,132.78
PathCellObject,,Other,24.16,133.77
PathCellObject,,Other,154.31,133.58
Target: CD3: CD4,Target: CD3: CD4,Other,307.46,133.62
PathCellObject,,Other,385.58,134.04
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,556.92,134.82
Target: CD3: CD8,Target: CD3: CD8,Other,593.1,132.8
PathCellObject,,Other,651.74,134.19
PathCellObject,,Other,751.68,134.78
PathCellObject,,Other,443.66,134.69
PathCellObject,,Other,721.31,134.48
Target: CD20,Target: CD20,Other,14.81,132.5
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,233.05,135.24
PathCellObject,,Other,419.76,134.4
Target: CD68,Target: CD68,Other,795.48,138.5
Target: CD20: CD4,Target: CD20: CD4,Other,124.32,134.02
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,566.74,138.77
PathCellObject,,Other,404.02,135.63
PathCellObject,,Other,328.07,136.86
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,575.33,135.59
Target: CD20,Target: CD20,Other,59.13,140.67
PathCellObject,,Other,412.79,137.56
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,770.98,138.27
Target: CD20,Target: CD20,Other,131.74,138.69
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,9.035,138.47
Target: CD20,Target: CD20,Other,81.14,137.38
PathCellObject,,Other,239.21,140.49
Target: CD8,Target: CD8,Other,597.01,140.22
PathCellObject,,Other,182.07,140.92
PathCellObject,,Other,278.65,139.98
PathCellObject,,Other,201.31,140.38
PathCellObject,,Other,225.71,145.46
Target: CD20,Target: CD20,Other,94.44,140.86
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,120.24,139.88
PathCellObject,,Other,391.65,144.06
PathCellObject,,Other,214.57,142.75
PathCellObject,,Other,247.24,142.83
Target: CD20: CD8,Target: CD20: CD8,Other,587.49,141.53
Target: CD68,Target: CD68,Other,287.74,144.98
PathCellObject,,Other,635.95,141.73
Target: CD20,Target: CD20,Other,20.18,142.87
PathCellObject,,Other,153.86,141.44
PathCellObject,,Other,324.42,141.76
PathCellObject,,Other,370.98,145.7
PathCellObject,,Other,406.93,143.89
PathCellObject,,Other,435.67,140.91
PathCellObject,,Other,548.98,142.97
PathCellObject,,Other,715.63,147.02
PathCellObject,,Other,68.52,141.75
PathCellObject,,Other,264.18,141.49
PathCellObject,,Other,768.32,148.43
Target: CD20,Target: CD20,Other,84.79,143.84
PathCellObject,,Other,142.01,145.2
PathCellObject,,Other,254.85,145.32
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,578.41,145.12
Target: CD20: CD68,Target: CD20: CD68,Other,114.42,145.94
Target: CD20: CD4,Target: CD20: CD4,Other,301.78,145.56
PathCellObject,,Other,618.4,144.59
PathCellObject,,Other,198.05,147.21
Target: CD20,Target: CD20,Other,77.68,145.25
Target: CD3: CD8,Target: CD3: CD8,Other,561.3,146.21
Target: CD20: CD68,Target: CD20: CD68,Other,130.63,147.82
PathCellObject,,Other,429.54,145.36
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,782.1,146.96
PathCellObject,,Other,418.53,147.98
PathCellObject,,Other,451.81,144.17
PathCellObject,,Other,327.82,149.39
Target: CD4,Target: CD4,Other,103.76,149.32
PathCellObject,,Other,151.98,149.19
PathCellObject,,Other,316.03,150.19
Target: CD68: CD4,Target: CD68: CD4,Other,602.39,149.12
Target: CD20,Target: CD20,Other,91.21,149.25
PathCellObject,,Other,635.94,150.78
Target: CD20: CD8,Target: CD20: CD8,Other,71.59,150.69
PathCellObject,,Other,263.22,149.92
Target: CD20,Target: CD20,Other,45.99,151
PathCellObject,,Other,207.78,150.7
PathCellObject,,Other,272.47,148.99
Target: CD68: CD8,Target: CD68: CD8,Other,792.41,153.03
PathCellObject,,Other,646.78,151.24
PathCellObject,,Other,431.78,152.74
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,452.11,152.25
PathCellObject,,Other,552.4,152.71
PathCellObject,,Other,251.53,152.72
Target: CD20: CD8,Target: CD20: CD8,Other,5.692,156.94
PathCellObject,,Other,86.03,152.5
PathCellObject,,Other,175.16,154.79
PathCellObject,,Other,424.42,152.29
Target: CD3,Target: CD3,Other,568.91,154.47
Target: CD3: CD4,Target: CD3: CD4,Other,614.55,153.81
Target: CD20,Target: CD20,Other,339.38,154.43
Target: CD20,Target: CD20,Other,117.02,154.74
PathCellObject,,Other,276.09,157.63
Target: CD3: CD4,Target: CD3: CD4,Other,626.22,154.7
Target: CD3,Target: CD3,Other,214.45,157.71
PathCellObject,,Other,258.57,157.07
Target: CD3: CD4,Target: CD3: CD4,Other,607.08,156.66
Target: CD3: CD4,Target: CD3: CD4,Other,242.16,154.33
Target: CD20,Target: CD20,Other,126.55,158.41
Target: CD68,Target: CD68,Other,265.93,158.62
PathCellObject,,Other,655.98,159.82
Target: CD20,Target: CD20,Other,86.22,157.45
Target: CD3: CD8,Target: CD3: CD8,Other,560.2,158.33
PathCellObject,,Other,152.45,161.68
PathCellObject,,Other,426.27,163.01
Target: CD3,Target: CD3,Other,454.97,160.28
PathCellObject,,Other,205.31,162.6
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,592.92,157.76
Target: CD20,Target: CD20,Other,65.33,158.36
Target: CD20,Target: CD20,Other,77.79,159.41
Target: CD4,Target: CD4,Other,42.33,160.54
Target: CD4,Target: CD4,Other,54.35,158.47
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,96.84,160.63
PathCellObject,,Other,237.9,161.14
Target: CD20,Target: CD20,Other,26.3,161.26
PathCellObject,,Other,581.18,158.41
Target: CD3: CD8,Target: CD3: CD8,Other,639.63,160.09
Target: CD20,Target: CD20,Other,108.88,159.79
PathCellObject,,Other,717.18,160.37
Target: CD68: CD4,Target: CD68: CD4,Other,251.53,164.96
PathCellObject,,Other,303.15,161.86
Target: CD3: CD4,Target: CD3: CD4,Other,622.04,163.21
PathCellObject,,Other,463.43,163.8
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,648.01,162.84
Target: CD20,Target: CD20,Other,35.64,162.21
PathCellObject,,Other,343.57,164.01
Target: CD3: CD4,Target: CD3: CD4,Other,613.54,164.87
Target: CD20,Target: CD20,Other,87.46,164.24
Target: CD20,Target: CD20,Other,118.65,163.74
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,51.42,167.45
Target: CD20,Target: CD20,Other,71.71,166.17
PathCellObject,,Other,575.83,166.28
Target: CD3: CD8,Target: CD3: CD8,Other,598.27,166.03
PathCellObject,,Other,764.91,164.26
PathCellObject,,Other,558.55,167.21
Target: CD68,Target: CD68,Other,268.53,168.6
PathCellObject,,Other,296.34,167.92
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,645.54,167.77
PathCellObject,,Other,260.03,166.95
PathCellObject,,Other,288.72,168.11
PathCellObject,,Other,395.66,167.78
PathCellObject,,Other,441.53,166.74
PathCellObject,,Other,608.21,169.44
Target: CD20: CD8,Target: CD20: CD8,Other,633.39,167.98
Target: CD68: CD4,Target: CD68: CD4,Other,105.42,167.86
PathCellObject,,Other,778.98,166.02
Target: CD4,Target: CD4,Other,231.34,168.16
Target: CD20,Target: CD20,Other,127.9,171.69
PathCellObject,,Other,713.83,170.56
Target: CD3: CD8,Target: CD3: CD8,Other,793.09,169.3
Target: CD20,Target: CD20,Other,61.58,169.71
Target: CD20: CD4,Target: CD20: CD4,Other,112.06,169.99
Target: CD20,Target: CD20,Other,82.91,171.4
PathCellObject,,Other,240.01,169.19
Target: CD68,Target: CD68,Other,36.88,172.08
PathCellObject,,Other,210.71,174.28
Target: CD3: CD4,Target: CD3: CD4,Other,280.32,172.16
Target: CD20: CD68,Target: CD20: CD68,Other,97.58,172.66
Target: CD68,Target: CD68,Other,242.45,174.94
Target: CD4,Target: CD4,Other,640.7,174.48
Target: CD20,Target: CD20,Other,119.85,173.03
PathCellObject,,Other,459.87,173.92
Target: CD20,Target: CD20,Other,148.18,173.71
PathCellObject,,Other,782.38,175.27
Target: CD20,Target: CD20,Other,73.74,175.43
PathCellObject,,Other,223.16,176.84
Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,Other,255.95,176.64
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,649.4,174.73
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,114.58,176.64
Target: CD68,Target: CD68,Other,266.66,177
PathCellObject,,Other,447.09,176.88
PathCellObject,,Other,470.72,177.5
Target: CD20,Target: CD20,Other,91.59,177.5
PathCellObject,,Other,158.12,177.11
PathCellObject,,Other,177.57,179.86
PathCellObject,,Other,657.36,180.89
PathCellObject,,Other,601.3,178.95
Target: CD20,Target: CD20,Other,64.69,179.21
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,55.25,177.31
Target: CD20: CD3,Target: CD20: CD3,Other,13.82,178
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,24.74,178.33
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,3.848,178.87
PathCellObject,,Other,400.97,180.78
PathCellObject,,Other,437.62,179.43
PathCellObject,,Other,788.59,182.85
Target: CD3,Target: CD3,Other,428.22,180.6
PathCellObject,,Other,647.01,181.88
PathCellObject,,Other,234.07,182.32
Target: CD3: CD4,Target: CD3: CD4,Other,262.17,184.93
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,123.59,181.05
Target: CD8,Target: CD8,Other,145.38,184.08
Target: CD20,Target: CD20,Other,86.99,185.46
Target: CD20: CD68,Target: CD20: CD68,Other,100.54,182.69
Target: CD68,Target: CD68,Other,43.94,181.03
Target: CD20,Target: CD20,Other,76.37,183.55
Target: CD20: CD68,Target: CD20: CD68,Other,114.29,184.02
PathCellObject,,Other,275.2,184.45
Target: CD68,Target: CD68,Other,37.18,182.98
Target: CD68,Target: CD68,Other,58.57,184.99
PathCellObject,,Other,157.37,185.19
PathCellObject,,Other,639.67,183.49
Target: CD20,Target: CD20,Other,51.7,183.26
PathCellObject,,Other,444.95,187.8
PathCellObject,,Other,18.51,188.33
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,796,186.86
PathCellObject,,Other,31.52,189.85
Target: CD20,Target: CD20,Other,68.66,187.52
Target: CD20,Target: CD20,Other,127.41,185.56
Target: CD20,Target: CD20,Other,48.3,188.01
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,4.504,189.51
PathCellObject,,Other,171.67,188.42
PathCellObject,,Other,188.68,190.77
PathCellObject,,Other,240.72,191.88
PathCellObject,,Other,405.61,189.76
Target: CD3,Target: CD3,Other,469.71,191.48
Target: CD68,Target: CD68,Other,111.66,192.46
Target: CD20,Target: CD20,Other,78.36,190.3
Target: CD20: CD68,Target: CD20: CD68,Other,96.71,191.77
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,644.27,191.49
PathCellObject,,Other,62.34,190.28
PathCellObject,,Other,699.36,189.25
PathCellObject,,Other,42.64,192.2
Target: CD20,Target: CD20,Other,154.22,193.16
PathCellObject,,Other,164.48,190.11
Target: CD68,Target: CD68,Other,104.5,190.78
PathCellObject,,Other,229.93,193.66
PathCellObject,,Other,483.47,190.92
PathCellObject,,Other,452.78,192.73
PathCellObject,,Other,132.76,193.05
Target: CD3,Target: CD3,Other,205.36,193.15
Target: CD20,Target: CD20,Other,54,193.77
Target: CD68,Target: CD68,Other,121.69,194.97
PathCellObject,,Other,197.32,192.51
PathCellObject,,Other,682.73,192.92
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,251.55,195.72
Target: CD20,Target: CD20,Other,84.87,197.04
PathCellObject,,Other,72.61,194.85
PathCellObject,,Other,694.5,196.7
Target: CD20,Target: CD20,Other,60.87,196.16
PathCellObject,,Other,162.22,199.96
Target: CD3: CD8,Target: CD3: CD8,Other,145.95,199.27
Target: CD3: CD4,Target: CD3: CD4,Other,171.12,198.2
Target: CD20: CD68,Target: CD20: CD68,Other,12.92,195.92
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,655.57,197.46
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,96.99,200.66
Target: CD68,Target: CD68,Other,66.42,200.57
PathCellObject,,Other,272.74,199.2
PathCellObject,,Other,382.88,197.99
PathCellObject,,Other,138.27,200.7
Target: CD4,Target: CD4,Other,182.32,198.98
PathCellObject,,Other,486.19,200.12
Target: CD68,Target: CD68,Other,409.94,207.06
Target: CD20: CD68,Target: CD20: CD68,Other,794.74,203.27
Target: CD68,Target: CD68,Other,48.75,200.48
Target: CD20: CD8,Target: CD20: CD8,Other,460.93,199.87
PathCellObject,,Other,500,199.62
Target: CD3: CD4,Target: CD3: CD4,Other,25.84,199.99
Target: CD68,Target: CD68,Other,75.99,201.82
PathCellObject,,Other,392.79,202.39
PathCellObject,,Other,39.9,201.31
PathCellObject,,Other,307.69,200.57
Target: CD8,Target: CD8,Other,676.06,201.65
Target: CD68,Target: CD68,Other,9.048,202.46
Target: CD20,Target: CD20,Other,57.71,203.47
Target: CD8,Target: CD8,Other,452.06,203.34
Target: CD3: CD4,Target: CD3: CD4,Other,1.754,202.02
Target: CD20,Target: CD20,Other,285.63,205.28
Target: CD3: CD4,Target: CD3: CD4,Other,19.03,204.28
PathCellObject,,Other,153.13,204.16
PathCellObject,,Other,197.69,204.39
PathCellObject,,Other,209.43,203.41
PathCellObject,,Other,696.7,205.72
Target: CD4,Target: CD4,Other,493.96,205.69
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,116.42,205.57
Target: CD20,Target: CD20,Other,477.25,205.41
PathCellObject,,Other,32.76,205.3
PathCellObject,,Other,421.81,205.47
PathCellObject,,Other,657.29,208.52
PathCellObject,,Other,186.44,206.83
Target: CD68,Target: CD68,Other,86.52,207.56
Target: CD20: CD68,Target: CD20: CD68,Other,105.18,206.8
PathCellObject,,Other,175.06,208.03
PathCellObject,,Other,648.11,207.72
Target: CD20: CD3,Target: CD20: CD3,Other,50.1,208.7
PathCellObject,,Other,247.87,207.34
PathCellObject,,Other,665.9,210.71
Target: CD3: CD4,Target: CD3: CD4,Other,5.247,211.08
Target: CD20: CD68,Target: CD20: CD68,Other,72.66,208.78
Target: CD20,Target: CD20,Other,96.75,208.87
PathCellObject,,Other,458.9,211.92
Target: CD68,Target: CD68,Other,255.42,208.29
Target: CD20,Target: CD20,Other,268.99,212.29
PathCellObject,,Other,40.23,209.86
Target: CD20,Target: CD20,Other,64.15,210.77
PathCellObject,,Other,355.45,211.5
Target: CD8,Target: CD8,Other,206.37,211.56
PathCellObject,,Other,525.22,210.33
PathCellObject,,Other,27.22,211.41
Target: CD20,Target: CD20,Other,57.21,213.09
PathCellObject,,Other,161.14,214.2
PathCellObject,,Other,431.16,213.05
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,486.02,210.02
Target: CD8,Target: CD8,Other,681.68,212.05
PathCellObject,,Other,239.61,213.41
Target: CD20,Target: CD20,Other,110.91,215.2
PathCellObject,,Other,260.96,217.23
PathCellObject,,Other,20.81,213.51
Target: CD20,Target: CD20,Other,100.69,215.05
PathCellObject,,Other,150.07,213.7
PathCellObject,,Other,197.6,215.9
Target: CD20,Target: CD20,Other,498.34,213.36
PathCellObject,,Other,36.05,214.66
PathCellObject,,Other,250.78,216.66
PathCellObject,,Other,13.63,216.54
Target: CD68: CD4,Target: CD68: CD4,Other,75.05,218.17
PathCellObject,,Other,186.98,215.38
Target: CD20,Target: CD20,Other,46.65,216.23
Target: CD20: CD68,Target: CD20: CD68,Other,89.88,217.08
Target: CD20,Target: CD20,Other,517.48,216.01
PathCellObject,,Other,346.79,218.66
Target: CD20,Target: CD20,Other,482.79,218
Target: CD68,Target: CD68,Other,794.89,218.33
Target: CD20,Target: CD20,Other,64.51,221
Target: CD20,Target: CD20,Other,490.36,219.08
PathCellObject,,Other,652.19,219.68
Target: CD20,Target: CD20,Other,505.34,218.75
PathCellObject,,Other,139.02,216.56
Target: CD8,Target: CD8,Other,207.44,221.27
PathCellObject,,Other,29.67,222.11
PathCellObject,,Other,175.05,222.46
Target: CD20,Target: CD20,Other,531.78,220.31
Target: CD20: CD68,Target: CD20: CD68,Other,39.71,221.51
Target: CD20,Target: CD20,Other,127.26,221.99
PathCellObject,,Other,700.31,220.45
Target: CD20,Target: CD20,Other,55.46,221.62
Target: CD20,Target: CD20,Other,97.87,222.06
Target: CD8,Target: CD8,Other,167.96,221.38
PathCellObject,,Other,220.72,225.61
PathCellObject,,Other,148.14,224.43
PathCellObject,,Other,449.93,226.67
PathCellObject,,Other,243.64,223.41
Target: CD20,Target: CD20,Other,493.92,224.5
Target: CD20: CD68,Target: CD20: CD68,Other,47.82,224.17
Target: CD20,Target: CD20,Other,103.87,224.72
Target: CD68: CD4,Target: CD68: CD4,Other,115.84,227.16
Target: CD3: CD4,Target: CD3: CD4,Other,136.62,228.67
PathCellObject,,Other,460.5,224.84
Target: CD20,Target: CD20,Other,512.35,224.86
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,668,225.1
PathCellObject,,Other,190.84,226.56
PathCellObject,,Other,294.17,223.55
PathCellObject,,Other,10.54,225.76
Target: CD20,Target: CD20,Other,518.25,225.12
PathCellObject,,Other,3.373,226.12
Target: CD8,Target: CD8,Other,252.81,228.21
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,526.25,227.55
PathCellObject,,Other,90.86,227.52
PathCellObject,,Other,286.18,227.81
Target: CD3: CD4,Target: CD3: CD4,Other,693.64,226.84
Target: CD20: CD68: CD3: CD8: FoxP3,Target: CD20: CD68: CD3: CD8: FoxP3,Other,40.62,229.51
PathCellObject,,Other,21.77,227.93
PathCellObject,,Other,56.95,230.33
PathCellObject,,Other,349.17,230.32
Target: CD20: CD8,Target: CD20: CD8,Other,502.57,229.18
PathCellObject,,Other,794.68,230.02
PathCellObject,,Other,165.32,229.63
PathCellObject,,Other,240.31,228.7
PathCellObject,,Other,655.89,231.04
Target: CD20,Target: CD20,Other,341.9,232.2
Target: CD3: CD4,Target: CD3: CD4,Other,698.34,233.31
PathCellObject,,Other,49.4,234.51
Target: CD20: CD68,Target: CD20: CD68,Other,105.66,235.64
PathCellObject,,Other,151.02,233.45
PathCellObject,,Other,707.7,233.91
PathCellObject,,Other,12.97,234.15
Target: CD20: CD8,Target: CD20: CD8,Other,511.8,234.13
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,519.66,235.05
PathCellObject,,Other,472.42,232.8
Target: CD20,Target: CD20,Other,326.49,232.82
Target: CD20: CD3,Target: CD20: CD3,Other,535.38,231.63
PathCellObject,,Other,163.24,241.93
Target: CD8,Target: CD8,Other,248.72,236.34
PathCellObject,,Other,192.31,234.79
Target: CD3: CD8,Target: CD3: CD8,Other,33.87,234.52
PathCellObject,,Other,201.96,235.92
PathCellObject,,Other,233.75,240.71
PathCellObject,,Other,239.4,235.36
Target: CD3: CD4,Target: CD3: CD4,Other,491.97,236.4
Target: CD20,Target: CD20,Other,94.6,236.6
PathCellObject,,Other,175.35,241.49
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,500.94,236.76
PathCellObject,,Other,319.21,238.62
Target: CD68,Target: CD68,Other,25.16,238.28
Target: CD20,Target: CD20,Other,526.16,239.63
Target: CD20,Target: CD20,Other,41.56,240.09
PathCellObject,,Other,289.57,237.88
Target: CD20,Target: CD20,Other,335.12,239.6
Target: CD3: CD8,Target: CD3: CD8,Other,661.76,240.22
Target: CD3: CD8,Target: CD3: CD8,Other,794.66,240.34
Target: CD68,Target: CD68,Other,86.46,238.73
PathCellObject,,Other,193.96,241.92
Target: CD20,Target: CD20,Other,121.37,240.35
PathCellObject,,Other,308.47,240.19
Target: CD20,Target: CD20,Other,535.64,241.22
Target: CD20: CD8,Target: CD20: CD8,Other,507.07,242.04
PathCellObject,,Other,715.05,243.86
PathCellObject,,Other,3.036,239.24
PathCellObject,,Other,281.97,240.17
PathCellObject,,Other,245.46,245.09
Target: CD20: CD4,Target: CD20: CD4,Other,675.58,238.26
PathCellObject,,Other,16.7,242.45
Target: CD20: CD68,Target: CD20: CD68,Other,31.78,242.43
Target: CD20,Target: CD20,Other,457.78,242.33
PathCellObject,,Other,482.46,239.95
PathCellObject,,Other,468.5,245.41
Target: CD20: CD8,Target: CD20: CD8,Other,669.93,243.24
PathCellObject,,Other,267.9,247.44
Target: CD20,Target: CD20,Other,93.99,246.01
PathCellObject,,Other,7.586,245.81
Target: CD20,Target: CD20,Other,78.11,246.4
PathCellObject,,Other,187.32,246.06
PathCellObject,,Other,548.37,243.79
Target: CD20: CD68,Target: CD20: CD68,Other,104.11,249.12
Target: CD68: CD4,Target: CD68: CD4,Other,127.51,247.68
Target: CD8,Target: CD8,Other,155.21,245.61
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,518.19,248.56
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,343.33,245.42
Target: CD3: CD4,Target: CD3: CD4,Other,364.71,245.21
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,679.67,246.08
Target: CD8,Target: CD8,Other,481.33,250.01
PathCellObject,,Other,558.63,247.67
Target: CD20: CD68,Target: CD20: CD68,Other,24.58,248.43
PathCellObject,,Other,46.36,248.52
Target: CD20,Target: CD20,Other,37,251.99
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,331.41,249.11
PathCellObject,,Other,279.57,251.23
Target: CD20,Target: CD20,Other,542.28,250.79
Target: CD3: CD4,Target: CD3: CD4,Other,144,249.86
PathCellObject,,Other,222.35,249.91
Target: CD20: CD8,Target: CD20: CD8,Other,509.11,250.9
Target: CD8,Target: CD8,Other,352.83,250.7
Target: CD68,Target: CD68,Other,133.76,251.83
Target: CD20,Target: CD20,Other,499.19,252.62
PathCellObject,,Other,658.49,252.45
PathCellObject,,Other,733.21,251.06
Target: CD20: CD8,Target: CD20: CD8,Other,16.86,254.19
Target: CD20: CD3,Target: CD20: CD3,Other,667.06,256.07
Target: CD20,Target: CD20,Other,679.17,257.18
PathCellObject,,Other,696.24,252.11
PathCellObject,,Other,157.92,254.28
PathCellObject,,Other,722.64,253.39
Target: CD8,Target: CD8,Other,794.97,252.64
Target: CD68: CD8,Target: CD68: CD8,Other,343.38,255.19
PathCellObject,,Other,748.8,256.22
PathCellObject,,Other,5.762,257.08
PathCellObject,,Other,551.21,256.72
PathCellObject,,Other,230.46,258.82
Target: CD8,Target: CD8,Other,257.76,255.74
Target: CD68,Target: CD68,Other,365.64,255.11
PathCellObject,,Other,189.18,258.53
Target: CD3: CD8,Target: CD3: CD8,Other,334.91,258.12
Target: CD20,Target: CD20,Other,710.87,258.31
Target: CD20: CD68,Target: CD20: CD68,Other,29.4,256.77
Target: CD20,Target: CD20,Other,136.95,258.78
Target: CD20,Target: CD20,Other,22.89,260.41
Target: CD20,Target: CD20,Other,516.07,259.96
PathCellObject,,Other,328.39,262.18
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,353.34,263.64
PathCellObject,,Other,582.93,260.79
Target: CD20,Target: CD20,Other,154.15,262.78
Target: CD20,Target: CD20,Other,130.48,265.09
PathCellObject,,Other,241.09,263.29
Target: CD68,Target: CD68,Other,365.72,263.2
Target: CD8,Target: CD8,Other,342.26,265.72
PathCellObject,,Other,389.2,263.33
Target: CD20: CD8,Target: CD20: CD8,Other,695.94,262.87
PathCellObject,,Other,35.57,266.76
PathCellObject,,Other,144.6,264.3
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,540.34,265.52
PathCellObject,,Other,729.41,264.25
PathCellObject,,Other,793.29,264.2
PathCellObject,,Other,11.27,266.55
Target: CD20: CD68,Target: CD20: CD68,Other,20.35,268.23
PathCellObject,,Other,167.7,265.87
Target: CD20,Target: CD20,Other,107.15,266.67
